
param eps := 0.000001;
param root_bus := 89;

param : B : D :=
   89      0
   228   -23
   271    96
   317     0
   659     0
   792   295
   913     0
   955   244
   1037    0
   1163    0
   1317  149
   1367    0
   1445  238
   1531    0
   1579    0
   1611  274
   1616    0
   1676    0
   1815   63
   1968  118
   2107    0
   2154 -357
   2168    8
   2267    0
   2268    0
   2299  402
   2441    0
   2449  301
   2520    0
   2870    0
   2908  203
   3097  361
   3242  296
   3279    0
   3493  226
   3506    0
   3659    0
   4014    0
   4423    0
   4427  296
   4495  336
   4586    0
   4665  390
   4929   37
   5097    0
   5155  411
   5210  347
   5416    0
   5509    0
   5587    0
   5762    0
   5776  222
   5848    0
   5996    0
   6069 -456
   6233    0
   6293    0
   6542  355
   6704    0
   6798    0
   6826  326
   6833    0
   7051    0
   7180    0
   7279    0
   7526 -179
   7563  531
   7637    0
   7762    0
   7829 -114
   7960    0
   8103   39
   8179    0
   8181    0
   8229    0
   8329    0
   8335  637
   8420    0
   8574    0
   8581 -1299
   8605    0
   8847    0
   8921    0
   8964  925
   9024    0
   9025    0
   9064    0
   9192   17
   9239    0
;

param : C Gm :=
    913      105.00   1500
   2107      110.00   1100
   2267      100.00    500
   3659      100.00   2000
   4586      100.00    100
   5097      100.00     21
   6233      150.00   1200
   6798      100.00   1000
   7279      150.00    100
   7960      100.00    600
   8605      100.00    600
   9239       90.00     10
;

param : L : X Fm :=
 89   4495  0.0456 1000000000000000019884624838656
 228  3493  0.1005 1000000000000000019884624838656
 228  4586  0.0217   306
 228  5776  3.2323 1000000000000000019884624838656
 228  6826  0.9933 1000000000000000019884624838656
 271  1611  0.0742 1000000000000000019884624838656
 271  2299  0.0865 1000000000000000019884624838656
 271  2908  0.0554 1000000000000000019884624838656
 271  3242  8.2956 1000000000000000019884624838656
 271  3493  1.7776 1000000000000000019884624838656
 271  7279  2.6149 1000000000000000019884624838656
 317  2449  0.0488   678
 317  6233  0.0002  1698
 659  3279  0.0486 1000000000000000019884624838656
 659  5416  0.0097  1369
 659  6233  0.0006  1764
 659  6798  0.0008 1000000000000000019884624838656
 659  7051  0.0126  1863
 659  7960  0.0006  1534
 659  8329  0.0031  1600
 659  9239  0.0006  1435
 792  3279  0.0002   397
 913  7762  0.0051  1797
 955  3506  0.0002   358
 955  8964  0.1005 1000000000000000019884624838656
 1163 1676  0.0004  1600
 1163 7051  0.0031  1698
 1317 659   0.0075  1633
 1317 8605  0.0102  1764
 1367 6826  0.0514 1000000000000000019884624838656
 1445 792   0.0484 1000000000000000019884624838656
 1445 2449  1.2919 1000000000000000019884624838656
 1445 4665  7.2634 1000000000000000019884624838656
 1445 7279  2.3177 1000000000000000019884624838656
 1445 8335  0.5542 1000000000000000019884624838656
 1579 5848  0.0036  1633
 1611 7279  0.1611 1000000000000000019884624838656
 1611 8420  0.0002   566
 1616 2520  0.0049  1731
 1616 7762  0.0032  1665
 1676 228   0.0524   678
 1815 792   7.7649 1000000000000000019884624838656
 1815 1445  0.1287 1000000000000000019884624838656
 1815 5210  2.6362 1000000000000000019884624838656
 1815 6542  0.0590 1000000000000000019884624838656
 1968 228   4.7684 1000000000000000019884624838656
 1968 955   0.0916 1000000000000000019884624838656
 1968 3493  4.4147 1000000000000000019884624838656
 1968 5776  1.9440 1000000000000000019884624838656
 1968 6826  0.0895 1000000000000000019884624838656
 1968 8964  0.0119   319
 1968 9192  0.0035 1000000000000000019884624838656
 2107 5996  0.0017  1863
 2107 6293  0.0147  1764
 2107 7762  0.0055  1764
 2154 5996  0.0099  1698
 2267 5210  0.0392   744
 2268 2908  0.0504   744
 2299 4423  0.0002 1000000000000000019884624838656
 2441 3506  0.0478   678
 2441 6293  0.0029  1665
 2449 792   0.3634 1000000000000000019884624838656
 2449 2299  4.4942 1000000000000000019884624838656
 2449 3493  4.9644 1000000000000000019884624838656
 2449 4427  6.7671 1000000000000000019884624838656
 2449 4495  0.1404 1000000000000000019884624838656
 2449 7279  0.7194 1000000000000000019884624838656
 2449 7563  4.4791 1000000000000000019884624838656
 2449 8335  0.1534 1000000000000000019884624838656
 2520 4665  0.0449   711
 3097 659   0.0091  1205
 3242 1611  0.5682 1000000000000000019884624838656
 3242 5097  0.0002 1000000000000000019884624838656
 3242 7279  0.0729 1000000000000000019884624838656
 3493 2299  0.1589 1000000000000000019884624838656
 3493 5587  0.0002   319
 3506 2908  0.0400 1000000000000000019884624838656
 3659 3242  0.0490   711
 3659 5996  0.0020  1797
 4423 4586  0.0203 1000000000000000019884624838656
 4427 271   0.0432 1000000000000000019884624838656
 4427 1611  5.2396 1000000000000000019884624838656
 4427 2299  0.1861 1000000000000000019884624838656
 4427 3242  7.4080 1000000000000000019884624838656
 4427 3493  0.1532 1000000000000000019884624838656
 4427 5155  0.0481 1000000000000000019884624838656
 4427 7279  2.6047 1000000000000000019884624838656
 4427 8335  6.0880 1000000000000000019884624838656
 4495 271   3.7296 1000000000000000019884624838656
 4495 792   2.3959 1000000000000000019884624838656
 4495 2299  0.2610 1000000000000000019884624838656
 4495 3493  0.0296 1000000000000000019884624838656
 4495 4427  0.0433 1000000000000000019884624838656
 4495 5155  2.2204 1000000000000000019884624838656
 4495 7279  4.2946 1000000000000000019884624838656
 4495 7563  1.8391 1000000000000000019884624838656
 4495 8335  0.8916 1000000000000000019884624838656
 4586 3493  0.3374 1000000000000000019884624838656
 4665 271   4.6338 1000000000000000019884624838656
 4665 792   2.1969 1000000000000000019884624838656
 4665 2299  0.0289 1000000000000000019884624838656
 4665 2449  0.1729 1000000000000000019884624838656
 4665 3493  0.8174 1000000000000000019884624838656
 4665 4427  1.2142 1000000000000000019884624838656
 4665 4495  0.0317 1000000000000000019884624838656
 4665 5155  2.8026 1000000000000000019884624838656
 4665 7279  2.1056 1000000000000000019884624838656
 4665 7563  0.0633 1000000000000000019884624838656
 4665 8335  0.6563 1000000000000000019884624838656
 4929 659   0.0092  1501
 4929 1037  0.0005   777
 4929 1815  0.0615 1000000000000000019884624838656
 4929 2870  0.0004   777
 5097 1611  0.0262 1000000000000000019884624838656
 5155 271   0.0619 1000000000000000019884624838656
 5155 1611  0.0728 1000000000000000019884624838656
 5155 2299  1.0689 1000000000000000019884624838656
 5155 2908  0.0593 1000000000000000019884624838656
 5155 3493  0.0824 1000000000000000019884624838656
 5155 7279  3.8147 1000000000000000019884624838656
 5155 8335  7.7680 1000000000000000019884624838656
 5210 792   0.0897 1000000000000000019884624838656
 5210 1445  0.0172 1000000000000000019884624838656
 5210 2449  0.7368 1000000000000000019884624838656
 5210 4495  4.4502 1000000000000000019884624838656
 5210 4665  3.6403 1000000000000000019884624838656
 5210 7279  1.1977 1000000000000000019884624838656
 5210 8335  0.2644 1000000000000000019884624838656
 5416 2267  0.0021   777
 5416 7637  0.0088  1303
 5509 1531  0.0510 1000000000000000019884624838656
 5509 1579  0.0089  1830
 5509 8335  0.0457 1000000000000000019884624838656
 5587 4586  0.0202 1000000000000000019884624838656
 5762 5996  0.0021   777
 5776 3493  2.9926 1000000000000000019884624838656
 5776 6826  0.0114 1000000000000000019884624838656
 5776 8229  0.0002 1000000000000000019884624838656
 5848 7526  0.0096  1698
 5996 8420  0.0433   744
 6069 1968  0.0452   711
 6069 2268  0.0112  1633
 6069 6293  0.0094  1600
 6069 6833  0.0046  1600
 6069 7180  0.0053  1567
 6069 9192  0.0468   711
 6542 1445  0.0717 1000000000000000019884624838656
 6704 4586  0.0490   678
 6704 8921  0.0025  1534
 6826 2299  7.1307 1000000000000000019884624838656
 6826 3493  0.8648 1000000000000000019884624838656
 6833 8964  0.0433   711
 7051 8847  0.0018  1600
 7180 2168  0.0431   678
 7279 792   0.4825 1000000000000000019884624838656
 7279 4014  0.0002 1000000000000000019884624838656
 7563 271   0.9157 1000000000000000019884624838656
 7563 792   7.5453 1000000000000000019884624838656
 7563 1611  0.1008 1000000000000000019884624838656
 7563 2299  1.0759 1000000000000000019884624838656
 7563 3242  0.0934 1000000000000000019884624838656
 7563 3493  1.8621 1000000000000000019884624838656
 7563 4427  0.7731 1000000000000000019884624838656
 7563 5155  1.1604 1000000000000000019884624838656
 7563 7279  0.0376 1000000000000000019884624838656
 7563 8335  0.5987 1000000000000000019884624838656
 7637 8581  0.0155  1698
 7762 271   0.0478   711
 7762 2268  0.0078  1633
 7762 5155  0.0452 1000000000000000019884624838656
 7829 1968  5.1081 1000000000000000019884624838656
 7829 5776  0.2702 1000000000000000019884624838656
 7829 6826  0.0643 1000000000000000019884624838656
 8179 5509  0.0069  1271
 8179 7279  0.0437 1000000000000000019884624838656
 8179 7762  0.0080  1567
 8181 4427  0.0492 1000000000000000019884624838656
 8181 7762  0.0050  1501
 8181 8179  0.0032  1271
 8329 1445  0.0561 1000000000000000019884624838656
 8335 792   0.1237 1000000000000000019884624838656
 8335 1531  0.0002   319
 8335 2299  4.3477 1000000000000000019884624838656
 8335 3493  4.7258 1000000000000000019884624838656
 8335 7279  0.0306 1000000000000000019884624838656
 8574 1163  0.0114  1468
 8574 1616  0.0039  1435
 8574 2299  0.0400 1000000000000000019884624838656
 8574 5587  0.0453 1000000000000000019884624838656
 8574 8921  0.0034  1600
 8574 9064  0.0033  1435
 8605 1367  0.0004  1501
 8605 8921  0.0070  1764
 8847 5776  0.0496 1000000000000000019884624838656
 8847 8103  0.0474 1000000000000000019884624838656
 8964 2168  0.0002   332
 8964 6826  0.4359 1000000000000000019884624838656
 9024 4929  0.0230   909
 9024 6542  0.0639 1000000000000000019884624838656
 9025 7563  0.0511   678
 9025 7762  0.0051  1731
 9064 89    0.0045  1665
 9064 7762  0.0035  1600
 9192 955   0.5468 1000000000000000019884624838656
 9192 6826  0.5806 1000000000000000019884624838656
 9192 8964  0.0682 1000000000000000019884624838656
;
